ordem,gid,co_cep,uf,cidade,no_fantasia,no_bairro,nu_endereco,no_logradouro,nu_telefone,ano_upa_func,mes_upa_func,fonte_recurso,porte,longitude,latitude
148,7053835,,São Paulo (SP),São Bernardo do Campo,UPA ALVES DIAS ASSUNCAO,ALVES DIAS,4220,AV HUMBERTO DE ALENCAR CASTELO BRANCO,4104-4018,2015,10,MS,2,-46.57698411,-23.72425578
196,6607667,,São Paulo (SP),São Bernardo do Campo,UPA UNIAO ALVARENGA,ALVARENGA,5779,ESTRADA DOS ALVARENGA,11 4129-2744,2015,10,MS,2,-46.59827012,-23.74065777
200,6844596,,São Paulo (SP),São Bernardo do Campo,UPA BAETA NEVES,BAETA NEVES,933,RUA DOS VIANAS,4125-2100/4125-9139,2015,10,MS,1,-46.54404658,-23.6999412
215,6821197,,São Paulo (SP),São Bernardo do Campo,UPA PAULICEIA TABOAO,PAULICEIA,326,RUA PEDRO DE TOLEDO,4178-4309,2015,10,MS,2,-46.58301372,-23.67098912
324,7030878,09624-070,São Paulo (SP),São Bernardo do Campo,UPA RUDGE RAMOS,RUDGE RAMOS,256,RUA ANGELA TOME,4368-1222,2015,10,MS,2,-46.57408732,-23.65551444
356,7169310,09790-400,São Paulo (SP),São Bernardo do Campo,UPA SILVINA,FERRAZOPOLIS,509,AVENIDA DR JOSE FORNARI,11 43388536,2015,10,MS,2,-46.54870826,-23.72725642
283,7684371,,São Paulo (SP),São Carlos,UNIDADE PRONTO ATENDIMENTO MARIA DORIS DE CAMPOS P LOPES,JARDIM ACAPULCO,S/N,AV JOAO NAVARRO SIQUEROLI,16 3375-6003,2015,10,MS,1,-47.88791,-22.01718
316,2033623,13574-140,São Paulo (SP),São Carlos,UNIDADE DE PRONTO ATENDIMENTO UPA,VILA PRADO,229,AVENIDA GRECIA,16-33712100,2015,10,MS,1,-47.89116,-22.01269
51,7706766,,São Paulo (SP),São José do Rio Preto,UPA TANGARA ESTORIL,SAO FRANCISCO,384,AVENIDA GETULIO VARGAS,17-32224184,2015,10,MS,1,-49.37445097,-20.83989476
102,6270131,15051-000,São Paulo (SP),São José do Rio Preto,UPA JAGUARE,JARDIM JAGUARE,2450,AVENIDA DANILO GALEAZZI,17-32151192,2015,10,MS,2,-49.36640435,-20.7772234
248,6270093,15047050,São Paulo (SP),São José do Rio Preto,UPA REGIAO NORTE,JARDIM ANTUNES,130,R MANOEL MORENO ESQ R JOSEPHA VOLTARELLI SANFELICE,17-32375315,2015,10,MS,3,-49.41049,-20.78085
4,7550049,,São Paulo (SP),São José dos Campos,UPA PUTIM,PUTIM,1035,AVENIDA JOAO RODOLFO CASTELLI,012 39291019,2015,10,MS,3,-45.83241016,-23.24508724
170,9296,12212-500,São Paulo (SP),São José dos Campos,UPA 24 HORAS ALTO DA PONTE,ALTO DA PONTE,70,RUA ALZIRO LEBRAO,12 35193700,2015,10,MS,2,-45.90132,-23.15325
205,3708608,12247-190,São Paulo (SP),São José dos Campos,UPA EUGENIO DE MELO,EUGENIO DE MELO,101,RUA CORONEL EUGENIO AUGUSTO DE MELO,1239052152,2015,10,MS,1,-45.78352,-23.13786
226,3606961,12239-290,São Paulo (SP),São José dos Campos,UPA CAMPO DOS ALEMAES,CAMPO DOS ALEMAES,S/N,RUA JOAO DE OLIVEIRA E SILVA,(12) 39661108/39662357,2015,10,MS,2,-45.89961,-23.27458
109,7479387,,São Paulo (SP),São Paulo,UPA CAMPO LIMPO,CAMPO LIMPO,121,TEREZA MOUCO DE OLIVEIRA,,2015,10,MS,3,-46.63503,-23.54198
182,7638698,04377-036,São Paulo (SP),São Paulo,UPA VILA SANTA CATARINA,JARDIM MIRA,529,RUA CIDADE DE BAGDA,56719211,2015,10,MS,3,-46.63503,-23.54198
318,7590687,,São Paulo (SP),São Pedro,UPA JOSE FERNANDO DA SILVA SAO PEDRO,CENTRO,162,RUA MALAQUIAS GERRA,34819270,2015,10,MS,1,-47.91467592,-22.54509099
377,7206445,14150-000,São Paulo (SP),Serrana,UPA DR GERALDO C P REIS,JD ROMULO MONTANARI,235,GABRIEL JOSE DO VALE,(16) 3987-1513,2015,10,MS,1,-47.60264397,-21.20809887
214,6950302,,São Paulo (SP),Sorocaba,CENTRAL DE REGULACAO DE URGENCIAS DE SOROCABA,CERRADO,125,RUA BENTO MANOEL RIBEIRO,(15) 32191192,2015,10,MS,2,-47.46233,-23.5041
336,2825260,13710-817,São Paulo (SP),Sumaré,UNIDADE DE PRONTO ATENDIMENTO MACARENKO UPA 24H,JARDIM MACARENKO,380,RUA VINICIUS DE MORAES,19 33996100,2015,10,MS,3,-47.26096,-22.81972
45,7429991,06765-290,São Paulo (SP),Taboão da Serra,UPA DR AKIRA TADA,JARDIM HENRIQUETA,2400,ESTRADA SAO FRANCISCO,47873020 / 47018153,2015,10,MS,3,-46.77804647,-23.61537979
207,7429568,15900-000,São Paulo (SP),Taquaritinga,UPA 24 HORAS,CENTRO,2100,AV VICENTE JOSE PARISE,,2015,10,MS,1,-48.50288,-21.40373
163,6992552,17605-400,São Paulo (SP),Tupã,UNIDADE DE PRONTO ATENDIMENTO UPA TUPA,JARDIM PAULISTA,S/N,RUA IPIRANGA,14 3441-4292,2015,10,MS,2,-50.51305,-21.94069
168,7466412,,São Paulo (SP),Valinhos,UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS,LENHEIRO,550,AV GESSY LEVER,,2015,10,MS,2,-46.98097229,-22.95056893
218,7156324,,São Paulo (SP),Vinhedo,UNIDADE DE PRONTO ATENDIMENTO,JARDIM SANTA ROSA,45,AVENIDA AURELIO JOSE FREDIANI,(19) 3886-4472,2015,10,MS,1,-46.975,-23.03
366,6767400,,São Paulo (SP),Votuporanga,UNIDADE DE PRONTO ATENDIMENTO DR DIORANDI FIGUEIRA DA COSTA,PARQUE VILA SAUDE,2701,RUA JOAO RODRIGUES AGOSTINHO,(17)34051446,2015,10,MS,1,-49.97829,-20.42034
154,6886345,,Tocantins (TO),Araguaína,UPA ANATOLIO DIAS CARNEIRO ARAGUAINA,ARAGUAINA SUL,S/N,RUA DOS PINHEIROS,,2015,10,MS,2,-48.18575889,-7.192688634
79,3331326,,Tocantins (TO),Gurupi,UPA DR MARCIA MUCKY,JARDIM SAO LUCAS,99,AVENIDA FERNANDO DE NORONHA,(63)3315-0027,2015,10,MS,2,-49.08487558,-11.72662116
28,2755289,,Tocantins (TO),Palmas,UNIDADE DE PRONTO ATENDIMENTO NORTE,PLANO DIRETOR NORTE,S/N,203 NORTE ALAMEDA LO 06 APM 02,(63) 32185110,2015,10,MS,2,-48.33171,-10.16889
232,2492555,,Tocantins (TO),Palmas,UNIDADE DE PRONTO ATENDIMENTO SUL,AURENY II,4,RUA PERIMENTRAL 2,(63)32185569,2015,10,MS,2,-48.33171,-10.16889
325,2755289,,Tocantins (TO),Palmas,UNIDADE DE PRONTO ATENDIMENTO NORTE,PLANO DIRETOR NORTE,S/N,203 NORTE ALAMEDA LO 06 APM 02,(63) 32185110,2015,10,MS,2,-48.33171,-10.16889
370,7299729,,Tocantins (TO),Porto Nacional,UPA UNIDADE DE PRONTO ATENDIMENTO DE PORTO NACIONAL,NOVA CAPITAL,S/N,RUA MARIA ANGELICA DA SILVA PRADO,,2015,10,MS,1,-48.40360505,-10.69033107
